Show_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score,User_status,Engagement_Level,Completion_group,Viwer_Type
U102397,50,Male,South Africa,Africa,Basic,8.99,2023-06-10,2026-02-07,Card,No,Active,Sci-Fi Title 350,Movie,Sci-Fi,Japanese,2000,TV,75,2,100,2024-01-22,Night,2,No,Friend,55,143,0.66,At Risk,low,High Completion,Casual viewer
U102398,21,Female,France,Europe,Premium,17.99,2023-03-11,2026-02-07,Card,No,Active,Drama Title 2985,Series,Drama,Portuguese,2014,TV,145,4,100,2023-09-19,Evening,2,No,Ads,57,323,0.99,At Risk,low,High Completion,Heavy viewer
U102399,30,Male,South Africa,Africa,Premium,17.99,2023-02-23,2026-02-07,Bank Transfer,No,Active,Thriller Title 456,Movie,Thriller,Hindi,2006,TV,120,4,100,2023-10-08,Night,4,Yes,Trending,31,277,0.76,At Risk,low,High Completion,Heavy viewer
U102400,40,Female,Canada,North America,Basic,8.99,2022-08-11,2026-02-07,Wallet,No,Active,Action Title 141,Series,Action,English,2001,Mobile,59,1,98,2022-08-15,Morning,3,No,Search,21,202,0.44,Active,low,High Completion,Casual viewer
U102401,21,Female,Germany,Europe,Basic,8.99,2022-03-19,2023-02-09,Wallet,Yes,Cancelled,Drama Title 890,Series,Drama,German,2002,Tablet,28,1,46,2022-05-15,Evening,4,Yes,Algorithm,44,213,0.54,At Risk,low,Low,Casual viewer
U102402,17,Male,USA,North America,Basic,8.99,2024-06-08,2026-02-07,Wallet,No,Active,Thriller Title 974,Movie,Thriller,German,2010,TV,28,1,46,2024-08-01,Evening,1,No,Search,7,198,0.81,Active,low,Low,Casual viewer
U102403,21,Male,UK,Europe,Basic,8.99,2024-04-28,2026-02-07,Card,No,Active,Sci-Fi Title 1961,Series,Sci-Fi,Portuguese,2004,Laptop,66,2,100,2024-12-24,Evening,3,No,Search,54,200,0.71,At Risk,low,High Completion,Casual viewer
U102404,17,Female,Canada,North America,Standard,13.99,2024-03-08,2026-02-07,Card,No,Active,Animation Title 1155,Series,Animation,French,2012,Tablet,91,3,100,2024-10-07,Morning,3,No,Friend,19,206,0.35,Active,low,High Completion,Casual viewer
U102405,17,Female,USA,North America,Basic,8.99,2024-03-18,2026-02-07,Wallet,Yes,Active,Thriller Title 78,Movie,Thriller,French,2017,Tablet,63,2,100,2024-05-06,Night,5,Yes,Algorithm,32,210,0.3,At Risk,low,High Completion,Casual viewer
U102406,60,Male,Brazil,South America,Standard,13.99,2022-02-06,2026-02-07,Wallet,No,Active,Documentary Title 1528,Movie,Documentary,German,2006,TV,96,3,100,2022-08-15,Evening,5,Yes,Ads,44,249,0.5,At Risk,low,High Completion,Casual viewer
U102407,30,Female,UK,Europe,Premium,17.99,2023-11-15,2026-02-07,Bank Transfer,No,Active,Comedy Title 1933,Movie,Comedy,Yoruba,2017,Laptop,129,4,100,2024-01-01,Afternoon,4,Yes,Algorithm,42,372,0.89,At Risk,low,High Completion,Heavy viewer
U102408,21,Male,Germany,Europe,Standard,13.99,2024-02-04,2026-02-07,Bank Transfer,Yes,Active,Romance Title 2948,Series,Romance,German,2000,TV,100,3,100,2024-04-09,Night,5,Yes,Search,57,270,0.54,At Risk,low,High Completion,Heavy viewer
U102409,50,Male,Brazil,South America,Basic,8.99,2023-08-07,2026-02-07,Card,No,Active,Comedy Title 2486,Movie,Comedy,English,2013,Tablet,64,2,100,2023-12-16,Afternoon,2,No,Ads,35,152,0.42,At Risk,low,High Completion,Casual viewer
U102410,50,Female,Japan,Asia,Basic,8.99,2022-08-03,2026-02-07,Card,Yes,Active,Romance Title 2459,Series,Romance,Portuguese,2013,Mobile,63,2,100,2022-12-26,Night,2,No,Ads,47,241,0.79,At Risk,low,High Completion,Casual viewer
U102411,60,Male,India,Asia,Premium,17.99,2022-11-11,2026-02-07,Wallet,No,Active,Thriller Title 177,Movie,Thriller,Hindi,2010,Tablet,119,3,99,2022-12-08,Night,4,Yes,Algorithm,9,352,0.97,Active,low,High Completion,Heavy viewer
U102412,17,Female,UK,Europe,Basic,8.99,2023-02-01,2023-04-18,Wallet,Yes,Cancelled,Animation Title 229,Movie,Animation,French,2017,TV,59,1,98,2023-11-06,Morning,4,Yes,Friend,16,253,0.97,Active,low,High Completion,Heavy viewer
U102413,60,Male,India,Asia,Premium,17.99,2022-10-09,2026-02-07,Bank Transfer,No,Active,Action Title 1353,Movie,Action,Yoruba,2019,TV,127,4,100,2023-04-20,Morning,3,No,Trending,18,330,0.91,Active,low,High Completion,Heavy viewer
U102414,50,Female,UK,Europe,Basic,8.99,2024-01-18,2026-02-07,Wallet,No,Active,Thriller Title 1112,Movie,Thriller,Japanese,2009,TV,73,2,100,2024-11-09,Evening,3,No,Search,16,138,0.83,Active,low,High Completion,Casual viewer
U102415,30,Female,India,Asia,Premium,17.99,2022-01-27,2026-02-07,Bank Transfer,No,Active,Romance Title 2038,Series,Romance,German,2013,Mobile,97,3,80,2022-10-09,Afternoon,4,Yes,Search,30,413,0.42,Active,low,High Completion,Heavy viewer
U102416,50,Female,France,Europe,Basic,8.99,2022-08-25,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 1930,Movie,Sci-Fi,Portuguese,2014,Mobile,77,2,100,2022-08-31,Afternoon,4,Yes,Algorithm,18,149,0.31,Active,low,High Completion,Casual viewer
U102417,40,Male,Canada,North America,Basic,8.99,2022-06-06,2026-02-07,Wallet,No,Active,Romance Title 1364,Movie,Romance,Hindi,2014,TV,60,2,100,2022-09-09,Night,3,No,Friend,52,148,0.75,At Risk,low,High Completion,Casual viewer
U102418,30,Male,South Africa,Africa,Premium,17.99,2022-04-09,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2659,Movie,Sci-Fi,Portuguese,2020,Mobile,135,4,100,2023-01-20,Afternoon,2,No,Search,31,417,0.39,At Risk,low,High Completion,Heavy viewer
U102419,21,Male,South Africa,Africa,Standard,13.99,2023-03-15,2026-02-07,Card,No,Active,Thriller Title 1710,Series,Thriller,Yoruba,2006,TV,73,2,81,2023-08-31,Night,4,Yes,Ads,42,250,0.78,At Risk,low,High Completion,Casual viewer
U102420,40,Female,India,Asia,Basic,8.99,2023-07-18,2024-05-02,Wallet,No,Cancelled,Animation Title 2524,Series,Animation,German,2017,Mobile,41,1,68,2023-08-24,Morning,3,No,Ads,18,103,0.78,Active,low,Medium,Casual viewer
U102421,50,Female,Canada,North America,Basic,8.99,2023-11-29,2024-01-16,Bank Transfer,No,Cancelled,Romance Title 962,Movie,Romance,Hindi,2011,Laptop,37,1,61,2024-02-09,Night,1,No,Trending,6,218,0.51,Active,low,Medium,Casual viewer
U102422,40,Male,Brazil,South America,Basic,8.99,2022-04-04,2026-02-07,Card,No,Active,Sci-Fi Title 472,Series,Sci-Fi,German,2007,TV,53,1,88,2022-10-14,Night,3,No,Trending,49,159,0.61,At Risk,low,High Completion,Casual viewer
U102423,30,Female,UK,Europe,Standard,13.99,2022-09-01,2026-02-07,Card,Yes,Active,Romance Title 2381,Series,Romance,German,2000,TV,70,2,77,2022-10-20,Morning,5,Yes,Friend,52,224,0.84,At Risk,low,Medium,Casual viewer
U102424,17,Male,Nigeria,Africa,Basic,8.99,2022-11-17,2026-02-07,Wallet,No,Active,Action Title 2928,Series,Action,German,2007,Mobile,67,2,100,2023-08-05,Morning,4,Yes,Algorithm,48,226,0.98,At Risk,low,High Completion,Casual viewer
U102425,50,Female,Canada,North America,Standard,13.99,2024-06-12,2026-02-07,Card,No,Active,Thriller Title 358,Movie,Thriller,English,2021,TV,101,3,100,2024-12-06,Afternoon,2,No,Algorithm,22,300,0.75,Active,low,High Completion,Heavy viewer
U102426,50,Male,South Africa,Africa,Premium,17.99,2023-01-22,2026-02-07,Wallet,No,Active,Animation Title 2920,Movie,Animation,Portuguese,2020,Laptop,112,3,93,2023-02-28,Evening,4,Yes,Ads,49,317,0.85,At Risk,low,High Completion,Heavy viewer
U102427,60,Female,UK,Europe,Premium,17.99,2024-04-24,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 775,Movie,Sci-Fi,Portuguese,2003,TV,103,3,85,2024-09-22,Morning,4,Yes,Search,42,413,0.34,At Risk,low,High Completion,Heavy viewer
U102428,40,Female,France,Europe,Premium,17.99,2023-08-11,2026-02-07,Bank Transfer,Yes,Active,Thriller Title 1240,Movie,Thriller,French,2018,Mobile,108,3,90,2024-03-11,Afternoon,2,No,Friend,3,375,0.55,Active,low,High Completion,Heavy viewer
U102429,17,Male,Germany,Europe,Standard,13.99,2024-01-24,2026-02-07,Card,No,Active,Animation Title 313,Series,Animation,French,2010,Laptop,96,3,100,2024-11-03,Night,5,Yes,Search,9,329,0.75,Active,low,High Completion,Heavy viewer
U102430,17,Female,Nigeria,Africa,Basic,8.99,2022-05-13,2023-11-27,Bank Transfer,Yes,Cancelled,Sci-Fi Title 364,Series,Sci-Fi,Hindi,2008,Mobile,63,2,100,2023-01-05,Night,3,No,Ads,55,226,0.54,At Risk,low,High Completion,Casual viewer
U102431,50,Female,India,Asia,Standard,13.99,2022-06-09,2026-02-07,Card,Yes,Active,Sci-Fi Title 2161,Movie,Sci-Fi,French,2000,TV,83,2,92,2023-02-02,Morning,4,Yes,Ads,43,343,0.99,At Risk,low,High Completion,Heavy viewer
U102432,21,Male,Japan,Asia,Standard,13.99,2022-09-30,2023-02-16,Bank Transfer,Yes,Cancelled,Sci-Fi Title 2324,Movie,Sci-Fi,German,2018,Mobile,91,3,100,2023-04-16,Morning,2,No,Friend,23,375,0.8,Active,low,High Completion,Heavy viewer
U102433,60,Male,USA,North America,Premium,17.99,2023-04-30,2026-02-07,Bank Transfer,Yes,Active,Thriller Title 1346,Movie,Thriller,German,2019,TV,130,4,100,2023-05-07,Morning,4,Yes,Algorithm,19,308,0.64,Active,low,High Completion,Heavy viewer
U102434,21,Female,India,Asia,Basic,8.99,2023-05-16,2026-02-07,Wallet,No,Active,Thriller Title 402,Movie,Thriller,Hindi,2015,Mobile,60,2,100,2024-02-01,Morning,4,Yes,Algorithm,16,129,0.39,Active,low,High Completion,Casual viewer
U102435,60,Female,India,Asia,Basic,8.99,2022-04-02,2022-12-16,Bank Transfer,Yes,Cancelled,Action Title 1777,Movie,Action,German,2011,Mobile,48,1,80,2022-11-25,Afternoon,4,Yes,Trending,44,109,0.53,At Risk,low,High Completion,Casual viewer
U102436,40,Female,Germany,Europe,Basic,8.99,2023-03-08,2026-02-07,Bank Transfer,No,Active,Thriller Title 1266,Series,Thriller,Portuguese,2022,TV,64,2,100,2023-09-06,Afternoon,5,Yes,Ads,22,207,0.93,Active,low,High Completion,Casual viewer
U102437,40,Female,France,Europe,Premium,17.99,2023-06-28,2026-02-07,Wallet,No,Active,Drama Title 330,Movie,Drama,Hindi,2008,TV,134,4,100,2024-03-08,Afternoon,5,Yes,Algorithm,20,361,0.35,Active,low,High Completion,Heavy viewer
U102438,50,Male,India,Asia,Standard,13.99,2023-07-31,2026-02-07,Wallet,No,Active,Comedy Title 907,Movie,Comedy,Yoruba,2019,Mobile,95,3,100,2024-05-05,Evening,3,No,Friend,56,208,0.23,At Risk,low,High Completion,Casual viewer
U102439,30,Female,France,Europe,Standard,13.99,2023-03-14,2026-02-07,Wallet,No,Active,Thriller Title 899,Series,Thriller,French,2007,TV,88,2,97,2023-06-16,Night,2,No,Ads,3,305,0.86,Active,low,High Completion,Heavy viewer
U102440,40,Male,South Africa,Africa,Basic,8.99,2024-04-27,2025-07-09,Bank Transfer,No,Cancelled,Action Title 1864,Series,Action,German,2015,Mobile,79,2,100,2025-02-19,Evening,3,No,Search,5,136,0.48,Active,low,High Completion,Casual viewer
U102441,30,Male,India,Asia,Basic,8.99,2024-04-09,2026-02-07,Bank Transfer,No,Active,Romance Title 2600,Movie,Romance,German,2011,Mobile,68,2,100,2024-10-31,Evening,2,No,Search,41,164,0.97,At Risk,low,High Completion,Casual viewer
U102442,17,Female,Canada,North America,Basic,8.99,2023-05-29,2023-10-16,Bank Transfer,No,Cancelled,Thriller Title 8,Movie,Thriller,Hindi,2009,TV,81,2,100,2023-12-20,Night,5,Yes,Ads,38,152,0.93,At Risk,low,High Completion,Casual viewer
U102443,40,Male,Brazil,South America,Premium,17.99,2023-10-20,2026-02-07,Bank Transfer,No,Active,Drama Title 1407,Series,Drama,Hindi,2023,TV,119,3,99,2024-07-04,Morning,3,No,Algorithm,52,327,0.85,At Risk,low,High Completion,Heavy viewer
U102444,21,Male,India,Asia,Basic,8.99,2022-10-14,2026-02-07,Card,No,Active,Thriller Title 351,Movie,Thriller,German,2012,Mobile,48,1,80,2022-11-30,Night,4,Yes,Trending,10,161,0.51,Active,low,High Completion,Casual viewer
U102445,30,Male,Nigeria,Africa,Premium,17.99,2024-03-19,2026-02-07,Wallet,No,Active,Thriller Title 2142,Series,Thriller,French,2018,Tablet,102,3,85,2024-05-07,Afternoon,3,No,Friend,5,348,0.97,Active,low,High Completion,Heavy viewer
U102446,50,Male,Canada,North America,Premium,17.99,2023-05-20,2026-02-07,Wallet,Yes,Active,Thriller Title 2035,Movie,Thriller,Japanese,2022,Mobile,110,3,91,2023-09-30,Night,4,Yes,Friend,51,359,0.97,At Risk,low,High Completion,Heavy viewer
U102447,50,Male,UK,Europe,Standard,13.99,2022-12-31,2026-02-07,Wallet,No,Active,Romance Title 1667,Series,Romance,Portuguese,2005,TV,79,2,87,2023-03-18,Afternoon,2,No,Search,52,251,0.61,At Risk,low,High Completion,Heavy viewer
U102448,30,Male,South Africa,Africa,Standard,13.99,2024-01-08,2026-02-07,Card,Yes,Active,Drama Title 2132,Movie,Drama,Japanese,2011,TV,90,3,100,2024-10-18,Afternoon,4,Yes,Friend,57,276,0.25,At Risk,low,High Completion,Heavy viewer
U102449,17,Male,Canada,North America,Standard,13.99,2023-07-16,2026-02-07,Card,No,Active,Sci-Fi Title 2908,Series,Sci-Fi,Yoruba,2007,Mobile,84,2,93,2023-07-17,Night,3,No,Friend,3,286,0.47,Active,low,High Completion,Heavy viewer
U102450,60,Female,USA,North America,Premium,17.99,2023-04-10,2026-02-07,Wallet,No,Active,Action Title 2317,Movie,Action,German,2021,TV,122,4,100,2023-12-06,Morning,3,No,Ads,11,394,0.33,Active,low,High Completion,Heavy viewer
U102451,60,Female,Nigeria,Africa,Premium,17.99,2023-03-10,2026-02-07,Card,Yes,Active,Action Title 1940,Movie,Action,Yoruba,2020,Tablet,107,3,89,2023-05-29,Night,3,No,Algorithm,2,403,0.77,Active,low,High Completion,Heavy viewer
U102452,30,Female,Nigeria,Africa,Basic,8.99,2024-05-04,2026-02-07,Card,Yes,Active,Romance Title 2908,Series,Romance,French,2022,Laptop,61,2,100,2024-08-01,Morning,5,Yes,Trending,52,174,0.39,At Risk,low,High Completion,Casual viewer
U102453,40,Female,Brazil,South America,Standard,13.99,2022-08-20,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 1366,Series,Sci-Fi,French,2003,TV,93,3,100,2022-12-14,Morning,4,Yes,Search,8,294,0.64,Active,low,High Completion,Heavy viewer
U102454,60,Male,Brazil,South America,Basic,8.99,2023-10-03,2026-02-07,Wallet,No,Active,Sci-Fi Title 2901,Movie,Sci-Fi,Yoruba,2006,TV,49,1,81,2024-07-01,Evening,3,No,Algorithm,44,204,0.69,At Risk,low,High Completion,Casual viewer
U102455,40,Female,Germany,Europe,Basic,8.99,2024-02-13,2026-02-07,Bank Transfer,No,Active,Romance Title 1490,Series,Romance,Yoruba,2011,Mobile,61,2,100,2024-09-28,Evening,2,No,Algorithm,10,257,0.21,Active,low,High Completion,Heavy viewer
U102456,50,Female,Nigeria,Africa,Standard,13.99,2023-12-14,2024-10-07,Bank Transfer,No,Cancelled,Sci-Fi Title 2917,Series,Sci-Fi,French,2005,Mobile,81,2,90,2023-12-29,Morning,4,Yes,Friend,24,290,0.67,Active,low,High Completion,Heavy viewer
U102457,50,Female,India,Asia,Premium,17.99,2024-05-24,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 640,Series,Sci-Fi,English,2009,TV,95,3,79,2024-11-19,Night,3,No,Friend,16,341,0.52,Active,low,Medium,Heavy viewer
U102458,30,Male,UK,Europe,Standard,13.99,2023-04-10,2026-02-07,Wallet,Yes,Active,Romance Title 51,Movie,Romance,Yoruba,2015,TV,80,2,88,2024-01-18,Morning,3,No,Ads,60,327,0.47,At Risk,low,High Completion,Heavy viewer
U102459,40,Female,Germany,Europe,Standard,13.99,2023-07-06,2026-02-07,Wallet,No,Active,Sci-Fi Title 2161,Movie,Sci-Fi,French,2004,Tablet,97,3,100,2023-11-12,Afternoon,4,Yes,Search,29,254,0.27,Active,low,High Completion,Heavy viewer
U102460,17,Male,South Africa,Africa,Premium,17.99,2023-11-10,2026-02-07,Wallet,No,Active,Sci-Fi Title 346,Series,Sci-Fi,Japanese,2000,TV,84,2,70,2024-05-03,Afternoon,3,No,Friend,51,448,0.95,At Risk,low,Medium,Heavy viewer
U102461,21,Female,Canada,North America,Standard,13.99,2023-12-02,2024-07-07,Wallet,No,Cancelled,Animation Title 1530,Series,Animation,Japanese,2003,TV,82,2,91,2024-09-25,Night,3,No,Algorithm,17,351,0.27,Active,low,High Completion,Heavy viewer
U102462,21,Male,Nigeria,Africa,Basic,8.99,2022-04-27,2023-12-17,Bank Transfer,Yes,Cancelled,Thriller Title 1509,Series,Thriller,Portuguese,2011,Laptop,73,2,100,2022-10-29,Afternoon,5,Yes,Trending,46,156,0.27,At Risk,low,High Completion,Casual viewer
U102463,50,Female,South Africa,Africa,Premium,17.99,2022-06-06,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2282,Series,Sci-Fi,Japanese,2005,Mobile,145,4,100,2022-09-03,Night,3,No,Search,43,428,0.69,At Risk,low,High Completion,Heavy viewer
U102464,17,Male,France,Europe,Basic,8.99,2023-10-13,2026-02-07,Wallet,Yes,Active,Drama Title 73,Series,Drama,Yoruba,2013,TV,65,2,100,2023-10-29,Night,4,Yes,Ads,47,198,0.66,At Risk,low,High Completion,Casual viewer
U102465,17,Female,Canada,North America,Standard,13.99,2024-06-04,2026-02-07,Bank Transfer,No,Active,Drama Title 1320,Series,Drama,German,2005,Laptop,85,2,94,2024-09-08,Morning,3,No,Friend,9,283,0.89,Active,low,High Completion,Heavy viewer
U102466,40,Male,France,Europe,Standard,13.99,2023-11-23,2026-02-07,Bank Transfer,No,Active,Thriller Title 1976,Series,Thriller,French,2019,TV,72,2,80,2024-01-12,Evening,3,No,Trending,44,252,0.97,At Risk,low,High Completion,Heavy viewer
U102467,60,Male,USA,North America,Premium,17.99,2022-03-07,2026-02-07,Bank Transfer,No,Active,Thriller Title 2796,Series,Thriller,German,2017,TV,101,3,84,2022-03-14,Night,1,No,Algorithm,22,325,0.39,Active,low,High Completion,Heavy viewer
U102468,30,Male,Germany,Europe,Basic,8.99,2023-02-25,2026-02-07,Bank Transfer,No,Active,Thriller Title 195,Series,Thriller,English,2008,TV,68,2,100,2023-04-25,Morning,5,Yes,Trending,46,175,0.92,At Risk,low,High Completion,Casual viewer
U102469,17,Female,South Africa,Africa,Premium,17.99,2023-02-03,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1526,Movie,Sci-Fi,Portuguese,2007,Tablet,126,4,100,2023-04-04,Morning,4,Yes,Trending,37,322,0.46,At Risk,low,High Completion,Heavy viewer
U102470,30,Male,South Africa,Africa,Standard,13.99,2022-01-06,2026-02-07,Bank Transfer,No,Active,Drama Title 2339,Series,Drama,Yoruba,2001,Tablet,72,2,80,2022-08-07,Morning,4,Yes,Search,0,294,0.24,Active,low,High Completion,Heavy viewer
U102471,60,Female,India,Asia,Standard,13.99,2023-05-26,2026-02-07,Wallet,No,Active,Thriller Title 674,Series,Thriller,English,2002,TV,76,2,84,2023-06-17,Night,3,No,Search,4,242,0.49,Active,low,High Completion,Casual viewer
U102472,60,Female,South Africa,Africa,Basic,8.99,2023-08-18,2026-02-07,Wallet,No,Active,Action Title 2286,Movie,Action,Hindi,2010,Mobile,33,1,55,2023-10-13,Morning,2,No,Ads,54,101,0.53,At Risk,low,Medium,Casual viewer
U102473,17,Female,Germany,Europe,Premium,17.99,2024-06-18,2026-02-07,Wallet,No,Active,Sci-Fi Title 165,Series,Sci-Fi,German,2008,TV,131,4,100,2024-12-19,Afternoon,4,Yes,Search,2,428,0.58,Active,low,High Completion,Heavy viewer
U102474,17,Female,USA,North America,Standard,13.99,2023-03-02,2026-02-07,Card,No,Active,Romance Title 2607,Series,Romance,Japanese,2002,Tablet,90,3,100,2023-11-28,Afternoon,3,No,Ads,38,264,0.63,At Risk,low,High Completion,Heavy viewer
U102475,60,Male,Germany,Europe,Standard,13.99,2023-05-31,2026-02-07,Bank Transfer,No,Active,Animation Title 2540,Series,Animation,Yoruba,2009,TV,88,2,97,2023-06-06,Afternoon,3,No,Friend,50,210,0.48,At Risk,low,High Completion,Casual viewer
U102476,60,Male,Brazil,South America,Standard,13.99,2023-02-14,2026-02-07,Card,Yes,Active,Romance Title 19,Series,Romance,German,2014,TV,72,2,80,2023-11-08,Afternoon,3,No,Trending,40,324,0.91,At Risk,low,High Completion,Heavy viewer
U102477,60,Female,Brazil,South America,Standard,13.99,2022-01-11,2026-02-07,Card,No,Active,Thriller Title 579,Movie,Thriller,Japanese,2021,TV,83,2,92,2022-08-09,Night,4,Yes,Friend,32,243,0.72,At Risk,low,High Completion,Casual viewer
U102478,60,Female,Brazil,South America,Standard,13.99,2022-07-24,2026-02-07,Card,Yes,Active,Comedy Title 1918,Movie,Comedy,English,2022,Laptop,108,3,100,2022-09-11,Night,4,Yes,Algorithm,48,308,0.55,At Risk,low,High Completion,Heavy viewer
U102479,50,Female,USA,North America,Standard,13.99,2022-01-02,2026-02-07,Bank Transfer,No,Active,Animation Title 2893,Movie,Animation,German,2010,Laptop,78,2,86,2022-09-28,Evening,2,No,Ads,1,281,0.25,Active,low,High Completion,Heavy viewer
U102480,50,Female,Nigeria,Africa,Premium,17.99,2023-02-07,2026-02-07,Bank Transfer,Yes,Active,Drama Title 2914,Series,Drama,Yoruba,2018,Laptop,128,4,100,2023-11-13,Night,2,No,Algorithm,9,408,0.78,Active,low,High Completion,Heavy viewer
U102481,30,Male,Nigeria,Africa,Premium,17.99,2023-05-18,2026-02-07,Bank Transfer,No,Active,Animation Title 2335,Movie,Animation,Yoruba,2024,Mobile,121,4,100,2024-01-05,Afternoon,5,Yes,Ads,41,370,0.5,At Risk,low,High Completion,Heavy viewer
U102482,21,Female,UK,Europe,Basic,8.99,2022-07-18,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 602,Series,Sci-Fi,English,2005,TV,44,1,73,2023-01-31,Evening,4,Yes,Ads,1,175,0.62,Active,low,Medium,Casual viewer
U102483,30,Male,South Africa,Africa,Premium,17.99,2023-11-25,2026-02-07,Bank Transfer,No,Active,Animation Title 374,Series,Animation,Japanese,2020,Tablet,137,4,100,2024-02-25,Morning,4,Yes,Algorithm,20,410,0.28,Active,low,High Completion,Heavy viewer
U102484,40,Male,Nigeria,Africa,Basic,8.99,2022-10-20,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 470,Movie,Documentary,French,2012,Mobile,58,1,96,2022-11-24,Afternoon,3,No,Search,39,199,0.96,At Risk,low,High Completion,Casual viewer
U102485,60,Female,India,Asia,Premium,17.99,2023-05-05,2024-12-08,Card,No,Cancelled,Thriller Title 2319,Movie,Thriller,French,2002,Laptop,127,4,100,2023-08-03,Afternoon,4,Yes,Algorithm,31,335,0.63,At Risk,low,High Completion,Heavy viewer
U102486,60,Male,India,Asia,Premium,17.99,2022-06-30,2026-02-07,Wallet,No,Active,Drama Title 2676,Series,Drama,Japanese,2018,Tablet,122,4,100,2023-02-27,Afternoon,3,No,Friend,32,385,0.83,At Risk,low,High Completion,Heavy viewer
U102487,30,Male,Japan,Asia,Standard,13.99,2022-11-16,2026-02-07,Wallet,Yes,Active,Documentary Title 361,Series,Documentary,Portuguese,2003,Laptop,102,3,100,2023-08-06,Morning,4,Yes,Algorithm,23,218,0.56,Active,low,High Completion,Casual viewer
U102488,21,Female,France,Europe,Basic,8.99,2023-08-20,2026-02-07,Wallet,Yes,Active,Action Title 1876,Movie,Action,French,2000,TV,51,1,85,2023-10-08,Afternoon,4,Yes,Algorithm,39,120,0.22,At Risk,low,High Completion,Casual viewer
U102489,21,Male,Nigeria,Africa,Basic,8.99,2023-10-15,2026-02-07,Card,Yes,Active,Thriller Title 236,Series,Thriller,German,2006,Mobile,50,1,83,2024-01-12,Afternoon,4,Yes,Trending,20,154,0.49,Active,low,High Completion,Casual viewer
U102490,17,Female,Germany,Europe,Basic,8.99,2022-12-29,2026-02-07,Card,No,Active,Drama Title 988,Movie,Drama,Portuguese,2004,Laptop,77,2,100,2023-07-19,Morning,4,Yes,Search,34,121,0.62,At Risk,low,High Completion,Casual viewer
U102491,21,Female,USA,North America,Basic,8.99,2022-04-27,2026-02-07,Card,No,Active,Thriller Title 1448,Movie,Thriller,Japanese,2007,Laptop,77,2,100,2022-07-31,Evening,2,No,Ads,51,238,0.9,At Risk,low,High Completion,Casual viewer
U102492,50,Male,Japan,Asia,Premium,17.99,2022-11-26,2026-02-07,Wallet,No,Active,Action Title 1840,Movie,Action,German,2016,Laptop,120,4,100,2022-12-26,Evening,5,Yes,Search,57,390,0.38,At Risk,low,High Completion,Heavy viewer
U102493,60,Female,Brazil,South America,Basic,8.99,2022-09-23,2026-02-07,Wallet,No,Active,Thriller Title 690,Series,Thriller,English,2007,TV,57,1,95,2023-04-06,Night,3,No,Search,16,204,0.98,Active,low,High Completion,Casual viewer
U102494,17,Female,UK,Europe,Standard,13.99,2023-08-01,2026-02-07,Bank Transfer,Yes,Active,Thriller Title 1219,Movie,Thriller,German,2013,Mobile,78,2,86,2023-11-24,Evening,4,Yes,Friend,0,273,0.75,Active,low,High Completion,Heavy viewer
U102495,40,Male,Brazil,South America,Basic,8.99,2022-03-04,2022-12-08,Wallet,No,Cancelled,Thriller Title 62,Series,Thriller,German,2016,Tablet,64,2,100,2022-11-06,Night,4,Yes,Friend,10,191,0.67,Active,low,High Completion,Casual viewer
U102496,50,Female,India,Asia,Basic,8.99,2022-06-11,2026-02-07,Card,No,Active,Comedy Title 2241,Movie,Comedy,Portuguese,2001,TV,58,1,96,2022-12-17,Morning,2,No,Ads,29,224,0.94,Active,low,High Completion,Casual viewer
U102497,17,Male,Nigeria,Africa,Premium,17.99,2022-04-21,2026-02-07,Wallet,Yes,Active,Drama Title 2671,Movie,Drama,French,2021,Mobile,112,3,93,2022-08-24,Night,3,No,Algorithm,56,380,0.88,At Risk,low,High Completion,Heavy viewer
U102498,40,Male,Japan,Asia,Standard,13.99,2022-02-05,2026-02-07,Bank Transfer,Yes,Active,Drama Title 954,Movie,Drama,English,2006,Mobile,73,2,81,2022-04-28,Afternoon,4,Yes,Search,5,243,0.85,Active,low,High Completion,Casual viewer
U102499,60,Male,Canada,North America,Basic,8.99,2023-06-14,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 37,Series,Documentary,English,2023,TV,79,2,100,2023-12-11,Afternoon,4,Yes,Ads,57,187,0.22,At Risk,low,High Completion,Casual viewer
U102500,17,Female,Germany,Europe,Basic,8.99,2022-12-19,2024-05-16,Card,No,Cancelled,Animation Title 1561,Movie,Animation,Hindi,2013,TV,78,2,100,2023-01-15,Night,3,No,Trending,1,282,0.9,Active,low,High Completion,Heavy viewer
